url,document_text
www.cs.fsu.edu/ms-gokila-dorai-awarded-upe-scholarship/,"Ms. Gokila Dorai Awarded UPE Scholarship | Ms. Gokila Dorai Awarded UPE Scholarship Ms. Gokila Dorai was awarded the UPE Scholarship Cash Award of $1000 by Upsilon Pi Epsilon, an International Honor Society for the Computing and Information Disciplines (www.acm.org/upe/) in September 2017. She was selected for this award on the basis of academic record, extra-curricular activities and the glowing recommendation of FSU Computer Science UPE Chapter Advisor Dr. David Gaitros.  Congratulations to Ms. Dorai!"
