url,document_text
www.cs.fsu.edu/2015-2016-upe-inductees/,"2015-2016 UPE Inductees | 2015-2016 UPE Inductees May 2, 2016 | Student Recognition • Jordan T. Baker • Monica Lambrano • Christopher Cassion • Hannah McLaughlin • Nikhil Lloyd Cordeiro • Taylor Shields • Dan Diamond • Caleb Tidwell • Gokila Dorai • Sean Koji Tilley • Dominic Fezzie • William Ulrich"
