url,document_text
www.cs.fsu.edu/dan-schwartz-wins-contract-from-the-office-of-naval-research/,"Dan Schwartz wins contract from the Office of Naval Research | Dan Schwartz wins contract from the Office of Naval Research Jan 20, 2017 | News Dan Schwartz has recently obtained a software development contract in the amount of $50,000 from the Office of Naval Research. The project is entitled “Naval Message Traffic Monitoring for Mine Countermeasures”."
