url,document_text
www.cs.fsu.edu/ph-d-cs-student-esteban-parra-rodriguez-receives-best-paper-award/,Ph.D. CS Student Esteban Parra Rodriguez Receives Best Paper Award | Ph.D. CS Student Esteban Parra Rodriguez Receives Best Paper Award Ph.D. CS student Esteban Parra Rodriguez and his advisor Sonia Haiduc have received the Best Data Paper Award at the 17th International Conference on Mining Software Repositories (MSR 2020) for their paper “GitterCom: A Dataset of Open Source Developer Communications in Gitter.”
