url,document_text
www.cs.fsu.edu/carl-and-ermine-owenby-sr-scholarship/,"Carl and Ermine Owenby Sr. Scholarship | Carl and Ermine Owenby Sr. Scholarship May 2, 2016 | Student Recognition • Jennifer Yarboro • Woohyeong Kim"
