url,document_text
www.cs.fsu.edu/cs-received-123k-university-technology-fee-to-upgrade-its-computing-infrastructure/,"CS received $123K university technology fee to upgrade its computing infrastructure | CS received $123K university technology fee to upgrade its computing infrastructure Apr 20, 2016 | News University Student Technology Fee Committee has awarded $122,618 to the Department of Computer Science for upgrading its computing infrastructure in April 2016. Among the $123K technology fee award, $96K will be used to improve the programming environment (linprog and program servers) while the other $27K will be used to upgrade the majors lab. This funding will significantly enhance the instructional technology resources for students and faculty in the department. Yu Wang, our system administrator, who oversees the departmental computing infrastructure and the systems group, leads the effort in technology fee requests. Congratulations to Yu Wang for successfully securing such a significant amount of university technology fee for the department."
