url,document_text
www.cs.fsu.edu/dr-whalley-gets-nsf-ires-grant/,"Dr. Whalley Gets NSF IRES Grant | Dr. Whalley Gets NSF IRES Grant Dr. David Whalley has been awarded a $150K grant from the National Science Foundation titled “Supporting FSU and MTU Student Research with NTNU Faculty on Automatic Improvement of Application Performance.” This grant will allow up to 8 FSU CS students to spend a summer working with research collaborators at the Norwegian University of Science and Technology (NTNU) in Trondheim, Norway."
