url,document_text
www.cs.fsu.edu/s-stem-scholars/,"S-STEM Scholars | S-STEM Scholars May 2, 2016 | Student Recognition • Richard Allen • James Picker • Aaron Kemmer • Grace Bunch • Ashley Roberts • Matthew O’Hagan • Peter Connolly • Taylor Shields • Emilio Figueroa • Ariana Maria Davis • Remington Trettin • Nikolas Goetzke • Tatiana Joseph • Simon Baduy • Alexander Petrov • Nicholas Kelton • Timothy Barao • Jennifer Yarboro • Bayan Kharazmi • Jared Bennett • Zachary Pell • Miguel Mejia • Connor Christian"
