url,document_text
www.cs.fsu.edu/phi-beta-kappa-inductees/,"Phi Beta Kappa Inductees | Phi Beta Kappa Inductees May 2, 2016 | Student Recognition • Christian Patino • Michael Black • Sean Koji Tilley • Andrew Lindsay • Phalguna Rupanagudi"
