url,document_text
www.cs.fsu.edu/department/faculty/kuhnle/,"Alan Kuhnle | Alan Kuhnle Assistant Professor Office: 106A MCH Building Telephone: E-Mail: kuhnle [ at cs dot fsu dot edu ] Visit Personal Page Research Dr. Kuhnle’s works generally focuses on the design and analysis of algorithms to solve optimization problems arising from machine learning, network science, and bioinformatics. Particular interests currently include scalable optimization of submodular functions, fast evolutionary algorithms with theoretical guarantees, and succinct data structures for representing genomics data."
